,Unnamed: 0,Setor,Subsetor,Produto,Quantidade (Kg) - jan. /2020,Valor (US$) - jan. / 2020,Quantidade (Kg) - fev. / 2020,Valor (US$) - fev. / 2020,Quantidade (Kg) mar. / 2020,Valor (US$) mar. / 2020,Quantidade (Kg) abr. / 2020,Valor (US$) abr. / 2020,Quantidade (Kg) mai. / 2020,Valor (US$) mai. / 2020,Quantidade (Kg) jun. / 2020,Valor (US$) jun. / 2020,Quantidade (Kg) jul. / 2020,Valor (US$) jul. / 2020,Quantidade (Kg) ago. / 2020,Valor (US$) ago. / 2020,Quantidade (Kg) set. / 2020,Valor (US$) set. / 2020,Quantidade (Kg) out. / 2020,Valor (US$) out. / 2020,Quantidade (Kg) nov. / 2020,Valor (US$) nov. / 2020,Quantidade (Kg) dez. / 2020 ,Valor (US$) dez. / 2020
0,0,ANIMAIS VIVOS (EXCETO PESCADOS),ABELHAS VIVAS,ABELHAS VIVAS,,,,,39,175,,,128,223,20,29,48,123,133,121,,,111,522,,,,
1,1,ANIMAIS VIVOS (EXCETO PESCADOS),BOVINOS E BUBALINOS VIVOS,BOVINOS VIVOS,6.108.359,12.411.243,1.115.344,2.018.844,10.964.040,20.949.724,13.170.417,28.540.355,7.360.390,12.604.966,13.209.740,24.768.040,9.692.010,15.731.013,6.569.839,13.792.979,26.563.953,55.651.282,5.666.628,9.934.445,6.474.890,13.324.273,3.498.789,7.425.237
2,2,ANIMAIS VIVOS (EXCETO PESCADOS),BOVINOS E BUBALINOS VIVOS,BUBALINOS VIVOS,,,,,,,,,82,332,,,20,135,11,50,,,,,20,122,,
3,3,ANIMAIS VIVOS (EXCETO PESCADOS),"CAVALOS, ASININOS E MUARES VIVOS",ASININOS E MUARES VIVOS,,,3,13,,,,,1,6,,,,,,,,,,,,,,
4,4,ANIMAIS VIVOS (EXCETO PESCADOS),"CAVALOS, ASININOS E MUARES VIVOS",CAVALOS VIVOS,8.401,475.554,10.859,421.359,3.908,1.047.410,8.700,232.872,2.208,22.865,16.607,268.934,10.809,652.595,12.710,78.856,22.050,417.964,15.950,1.088.995,15.990,154.725,15.334,187.767
5,5,ANIMAIS VIVOS (EXCETO PESCADOS),GALOS E GALINHAS VIVOS,GALOS E GALINHAS VIVOS,72.741,4.313.370,141.923,6.400.381,86.101,8.454.359,69.956,5.669.470,89.528,6.413.944,101.960,5.626.166,115.401,7.682.363,117.243,5.542.673,115.144,8.224.546,119.762,5.608.510,100.394,7.940.759,99.828,6.014.825
6,6,ANIMAIS VIVOS (EXCETO PESCADOS),OUTROS ANIMAIS VIVOS,OUTROS ANIMAIS VIVOS,122,748,70,727,178,15.924,149,6.434,41,573,0,54,87,1.963,362,9.137,244,11.189,165,5.946,407,21.091,190,15.905
7,7,ANIMAIS VIVOS (EXCETO PESCADOS),"PSITACIFORMES (INCL.OS PAPAGAIOS,AS ARARAS,ETC) VIVOS","PSITACIFORMES (INCL.OS PAPAGAIOS,AS ARARAS,ETC) VIVOS",,,,,10,57.140,,,,,,,,,,,,,,,,,,
8,8,ANIMAIS VIVOS (EXCETO PESCADOS),R�PTEIS VIVOS,R�PTEIS VIVOS,,,,,32,15.556,,,,,32,13.886,19,9.806,36,12.078,,,36,16.583,90,31.000,,
9,9,ANIMAIS VIVOS (EXCETO PESCADOS),SU�NOS VIVOS,SU�NOS VIVOS,15,69,,,44.059,636.392,63.710,521.453,,,18.620,323.543,,,4.540,33.274,61.855,689.578,10.845,169.081,76.140,1.293.811,12.100,184.646
10,10,BEBIDAS,BEBIDAS ALC�OLICAS,CACHA�A,528.890,617.932,498.861,946.457,409.382,1.030.548,382.066,604.319,474.348,708.846,617.828,661.938,327.150,683.368,724.422,1.181.023,491.956,686.680,489.862,864.081,410.930,792.610,333.722,744.600
11,11,BEBIDAS,BEBIDAS ALC�OLICAS,CERVEJA,20.044.429,11.073.275,18.502.549,9.115.274,18.103.922,9.087.597,9.904.967,4.790.767,6.114.022,3.308.712,6.468.900,3.815.914,9.312.543,5.304.601,9.308.591,5.182.242,12.300.655,6.843.948,18.701.630,9.569.552,21.403.506,11.134.783,24.264.056,13.554.661
12,12,BEBIDAS,BEBIDAS ALC�OLICAS,OUTRAS BEBIDAS ALC�OLICAS,1.488.269,1.356.446,1.029.574,1.159.503,1.811.169,2.023.226,1.226.949,1.115.645,1.110.867,764.853,1.056.653,1.270.017,1.144.349,1.046.407,2.087.193,1.778.253,1.933.759,1.880.317,2.272.950,2.317.944,2.450.014,2.544.644,3.258.130,2.995.709
13,13,BEBIDAS,BEBIDAS ALC�OLICAS,U�SQUE,65.742,192.978,72.273,237.706,31.465,75.568,33.463,127.949,1.341,9.963,26.449,104.829,142.283,448.150,75.139,186.340,90.146,332.466,63.200,213.956,57.875,126.136,65.774,256.875
14,14,BEBIDAS,BEBIDAS ALC�OLICAS,VINHO,222.475,537.915,221.089,420.529,211.958,406.732,253.225,496.197,264.935,438.266,520.885,816.833,852.680,1.140.223,695.947,910.459,788.644,1.144.213,465.482,741.199,317.308,532.486,495.523,833.313
15,15,BEBIDAS,BEBIDAS ALC�OLICAS,VODKA,27.513,35.529,36.198,82.319,56.724,94.588,28.864,38.728,28.940,22.573,71.322,89.528,52.437,46.174,91.472,120.906,81.773,156.953,45.840,58.687,83.550,89.196,86.839,145.652
16,16,BEBIDAS,BEBIDAS N�O ALCO�LICAS,OUTRAS BEBIDAS N�O ALCO�LICAS,926.763,430.593,763.987,386.161,1.724.678,664.262,1.201.027,521.945,1.311.106,458.135,899.605,325.997,889.764,398.467,1.046.043,414.108,1.384.373,800.301,1.412.717,793.192,1.131.121,593.112,1.384.481,793.963
17,17,BEBIDAS,BEBIDAS N�O ALCO�LICAS,REFRIGERANTE,2.843.338,997.864,2.134.348,689.304,2.280.678,868.659,1.953.289,814.303,1.797.591,694.283,2.549.753,857.098,1.856.136,733.900,2.456.199,1.079.877,3.721.008,1.501.213,3.236.084,1.181.549,3.523.559,1.166.188,3.827.181,1.369.623
18,18,BEBIDAS,PREPARA��ES P/ ELABORA��O DE BEBIDAS,PREPARA��ES P/ ELABORA��O DE BEBIDAS,924.710,10.087.539,1.155.006,20.381.186,1.038.838,16.880.702,784.609,11.722.581,534.489,5.436.816,990.040,14.594.804,1.328.961,14.992.545,669.939,6.203.535,790.024,9.928.739,1.202.273,11.992.793,1.377.056,19.956.771,1.222.300,15.254.781
19,19,CACAU E SEUS PRODUTOS,CACAU INTEIRO OU PARTIDO,CACAU INTEIRO OU PARTIDO,52.018,226.858,60.915,292.791,25.002,87.180,,,45.262,157.654,12.512,67.183,168,1.362,81.010,297.349,110.210,375.325,89.494,321.100,81.081,324.923,75.000,299.515
20,20,CACAU E SEUS PRODUTOS,PRODUTOS DO CACAU,CACAU EM P�,1.677.708,4.195.324,1.539.034,4.019.810,2.176.865,5.378.473,1.736.753,4.333.931,1.478.405,3.905.911,1.992.863,4.634.041,1.449.613,3.168.139,1.876.660,4.195.079,1.708.992,4.200.876,1.547.940,3.776.870,1.869.088,4.552.191,1.594.645,3.977.164
21,21,CACAU E SEUS PRODUTOS,PRODUTOS DO CACAU,CHOCOLATE E PREPARA��ES ALIM. CONT. CACAU,1.812.533,7.391.192,2.268.081,8.975.052,2.567.910,9.204.384,2.017.677,6.688.399,2.717.783,8.216.167,2.321.303,7.180.047,2.682.003,8.282.513,2.531.142,7.654.503,2.131.907,6.678.450,2.579.790,8.208.099,2.564.489,8.701.447,2.509.485,9.564.170
22,22,CACAU E SEUS PRODUTOS,PRODUTOS DO CACAU,DESPERD�CIOS DE CACAU,,,,,,,7,35,8,41,,,9,46,3,17,,,6,16,22.006,130.604,12,61
23,23,CACAU E SEUS PRODUTOS,PRODUTOS DO CACAU,"MANTEIGA, GORDURA E OLEO DE CACAU",1.480.028,8.720.365,1.429.014,8.451.750,2.185.027,13.752.950,1.973.500,11.426.979,2.330.000,12.331.780,1.401.008,8.035.731,1.867.055,11.116.146,1.307.175,7.525.542,1.947.108,10.777.510,2.557.825,13.210.262,2.922.263,15.917.333,2.361.500,11.781.155
24,24,CACAU E SEUS PRODUTOS,PRODUTOS DO CACAU,PASTA DE CACAU,423.000,1.510.197,426.000,1.586.405,542.897,1.879.681,369.300,1.291.087,310.500,1.213.767,560.500,2.078.171,696.500,2.462.779,564.000,1.958.228,527.500,1.898.064,503.910,1.809.311,296.000,1.096.253,430.255,1.510.659
25,25,CAF�,CAF� VERDE E CAF� TORRADO,CAF� TORRADO,122.728,647.552,183.624,922.237,221.562,1.208.950,226.692,1.023.619,304.282,1.190.319,370.338,1.382.586,725.676,2.299.720,458.284,1.734.907,778.521,2.432.622,1.567.643,4.648.125,945.087,2.902.013,537.937,2.124.008
26,26,CAF�,CAF� VERDE E CAF� TORRADO,CAF� VERDE,163.406.988,358.147.934,168.611.080,380.497.017,182.615.928,410.127.668,165.083.383,365.785.228,215.689.529,467.735.054,141.557.924,281.398.362,167.791.930,323.403.219,191.124.598,370.839.471,220.956.566,434.474.455,225.371.520,463.694.533,275.841.476,577.820.587,254.552.477,539.804.669
27,27,CAF�,EXTRATOS DE CAF� E SUCED�NEOS DO CAF�,CAF� SOL�VEL,7.027.717,40.970.632,6.118.851,36.566.691,7.645.189,43.607.324,7.170.446,40.821.750,7.937.491,44.598.476,6.560.565,37.415.670,9.114.859,49.808.846,7.507.281,41.986.893,7.145.902,38.005.156,7.318.422,39.553.003,7.373.562,39.836.352,7.798.992,43.455.336
28,28,CAF�,EXTRATOS DE CAF� E SUCED�NEOS DO CAF�,"EXTRATOS, ESS�NCIAS E CONCENTRADOS DE CAF�",516.599,2.261.615,802.661,3.347.172,911.533,3.840.672,750.037,3.151.406,1.118.113,4.545.993,1.094.086,4.369.377,768.700,2.912.631,559.606,2.466.970,368.780,1.518.263,493.872,2.312.280,610.267,2.534.862,833.879,3.327.225
29,29,CAF�,EXTRATOS DE CAF� E SUCED�NEOS DO CAF�,RES�DUOS DO CAF�,182,1.882,101,2.462,202,1.367,113,2.220,193,2.287,265,1.811,431,2.148,489,2.908,393,2.767,1.130,8.128,19.418,29.694,349,2.607
30,30,CARNES,CARNE BOVINA,CARNE BOVINA INDUSTRIALIZADA,5.798.046,24.054.310,6.296.313,34.905.631,8.346.042,51.444.564,7.651.140,39.168.485,10.420.872,52.082.497,9.568.692,51.354.436,9.676.183,49.915.467,12.453.690,64.154.411,9.070.427,52.925.300,10.355.013,63.081.708,10.704.019,61.341.135,9.672.729,60.735.136
31,31,CARNES,CARNE BOVINA,CARNE BOVINA in natura,116.954.308,562.383.888,110.579.694,489.658.587,125.882.581,552.998.764,116.295.760,508.449.100,154.973.743,681.146.621,151.925.866,653.033.835,169.274.571,690.895.040,163.220.934,654.098.449,142.351.017,583.051.614,162.684.955,690.444.889,167.736.565,738.492.054,142.524.231,642.233.305
32,32,CARNES,CARNE BOVINA,MIUDEZAS DE CARNE BOVINA,12.435.657,31.363.386,14.086.749,35.150.799,12.710.353,30.947.223,11.268.970,27.990.290,17.100.573,44.844.897,14.566.380,35.701.174,14.964.060,35.544.072,15.267.393,34.822.490,14.596.130,32.220.388,15.858.326,35.978.992,18.615.264,44.230.451,15.352.285,37.372.678
33,33,CARNES,CARNE DE FRANGO,CARNE DE FRANGO INDUSTRIALIZADA,6.632.531,18.183.897,8.055.952,23.040.868,7.407.727,21.021.400,6.665.630,18.396.444,7.704.297,20.721.095,6.121.149,15.584.166,7.979.554,21.100.226,7.378.384,20.765.993,7.646.086,21.650.111,8.545.279,23.638.438,7.426.386,19.308.016,10.224.407,28.819.272
34,34,CARNES,CARNE DE FRANGO,CARNE DE FRANGO in natura,310.310.417,503.645.360,334.746.187,524.428.742,335.938.780,524.076.712,326.741.743,487.485.540,380.188.867,514.618.224,325.961.437,420.935.022,348.987.766,470.443.080,348.165.125,469.992.443,326.524.544,447.510.666,302.665.681,414.025.337,333.741.344,448.648.497,358.900.140,511.261.735
35,35,CARNES,CARNE DE GANSO,CARNE DE GANSO in natura,,,,,20,170,151,1.366,,,,,,,,,,,,,,,,
36,36,CARNES,CARNE DE OVINO E CAPRINO,CARNE DE OVINO in natura,4.731,49.829,5.216,48.229,4.874,47.902,5.476,50.892,4.698,43.335,4.741,43.130,5.478,46.305,4.337,42.337,4.063,35.908,4.878,46.459,3.658,37.411,4.135,42.679
37,37,CARNES,CARNE DE OVINO E CAPRINO,CARNES DE CAPRINO in natura,95,997,93,1.059,143,1.267,168,1.479,106,838,106,748,86,239,273,1.809,148,920,237,1.647,336,2.339,129,1.537
38,38,CARNES,CARNE DE OVINO E CAPRINO,MIUDEZAS DE CARNE DE OVINO,,,,,,,,,,,,,8,207,,,,,,,,,,
39,39,CARNES,CARNE DE PATO,CARNE DE PATO in natura,317.830,726.695,294.676,768.225,250.740,678.262,159.184,444.365,399.972,910.989,107.000,307.604,192.068,528.463,334.438,897.330,465.330,1.218.104,378.927,1.035.125,310.317,858.398,304.542,831.906
40,40,CARNES,CARNE DE PERU,CARNE DE PERU INDUSTRIALIZADA,6.092,30.427,20.682,92.435,515.474,2.518.136,73.886,231.792,49.538,150.291,513.576,2.115.786,190.343,374.735,578.656,1.596.097,441.597,1.273.616,437.199,823.899,277.399,631.843,339.359,1.080.295
41,41,CARNES,CARNE DE PERU,CARNE DE PERU in natura,3.163.328,5.687.486,3.164.145,6.772.522,3.161.544,6.153.773,4.206.948,8.349.103,2.733.357,4.681.829,2.163.272,1.993.374,2.918.895,3.532.136,3.745.458,6.381.369,4.242.330,7.788.794,3.755.856,6.106.400,2.072.523,2.668.281,2.853.009,3.675.733
42,42,CARNES,CARNES DE EQ�IDEOS,"CARNES DE CAVALO, ASININO E MUAR",90.873,233.542,188.164,472.511,146.691,397.377,123.435,347.160,155.508,417.267,271.128,570.178,533.377,1.041.139,313.071,721.804,157.460,552.927,420.444,1.079.214,327.329,995.932,443.924,1.062.487
43,43,CARNES,CARNE SU�NA,CARNE SU�NA INDUSTRIALIZADA,903.613,2.078.388,1.494.438,2.912.687,838.545,1.784.001,1.197.170,2.388.280,775.324,1.426.171,811.782,1.421.124,715.695,1.269.763,1.272.771,2.308.279,849.861,1.621.561,1.051.669,1.964.843,902.108,1.726.510,962.043,1.880.964
44,44,CARNES,CARNE SU�NA,CARNE SU�NA in natura,59.224.740,152.302.345,58.121.965,143.279.031,63.296.856,155.923.833,62.900.045,153.964.123,90.721.481,215.174.482,86.996.700,187.675.045,90.246.755,191.570.479,87.704.901,196.088.573,76.053.908,176.050.534,77.405.522,185.400.297,76.180.689,188.541.236,72.248.470,174.493.964
45,45,CARNES,CARNE SU�NA,MIUDEZAS DE CARNE SU�NA,7.544.702,8.805.635,6.978.266,7.880.805,7.076.992,7.324.975,7.340.039,7.492.726,9.082.032,9.509.593,7.194.265,7.649.157,8.324.448,9.058.227,8.568.215,9.837.314,8.196.313,9.511.320,8.931.189,10.906.198,9.187.415,11.269.466,8.822.817,11.786.352
46,46,CARNES,"DEMAIS CARNES, MIUDEZAS E PREPARA��ES",DEMAIS CARNES E MIUDEZAS,7.924.105,18.078.192,8.694.939,20.676.073,8.250.181,17.502.064,8.223.137,16.965.829,10.143.267,22.048.113,8.871.200,20.258.611,9.257.745,18.670.663,9.891.125,20.375.780,9.314.783,17.407.958,9.027.281,18.156.753,9.033.658,19.562.410,8.857.601,17.992.157
47,47,CARNES,"DEMAIS CARNES, MIUDEZAS E PREPARA��ES",DEMAIS PREPARA��ES DE CARNES,7.458.181,7.867.145,5.968.577,6.491.109,6.468.271,7.249.513,10.962.970,10.770.660,12.748.598,12.131.209,9.454.605,9.302.036,9.369.970,9.821.644,7.351.239,7.461.279,11.497.537,11.295.280,9.360.971,9.875.021,10.748.280,9.980.184,14.050.993,14.720.534
48,48,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,ARROZ,59.410.316,21.317.202,58.352.013,23.055.319,65.311.179,24.337.932,99.008.733,39.096.145,210.521.763,70.998.983,245.977.851,87.619.394,242.569.230,81.741.708,166.522.006,56.377.633,57.295.036,22.861.698,111.167.597,38.929.085,49.549.336,20.934.113,34.792.806,16.264.572
49,49,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,AVEIA,133.003,16.257,299.510,32.362,521.171,56.253,255.602,38.002,376.402,109.741,28.042,3.979,63,96,70.060,20.985,178.032,36.689,74.054,10.317,249.129,46.141,137.037,29.579
50,50,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,CENTEIO,10,62,5,31,,,20,98,6,27,14.010,3.819,,,8,31,9,36,16,67,2,9,,
51,51,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,CEVADA,31,94,19,56,30,49,11,93,58,188,39,165,19,63,38,88,16,58,37,100,40,183,30.983,2.546
52,52,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,DEMAIS CEREAIS,19,201,606,1.027,894,589,582,522,819,613,49,162,302,317,2.133,3.443,231,240,1.375,1.503,257,363,11.488,21.990
53,53,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,MILHO,2.086.180.333,350.894.132,339.187.688,66.610.585,471.447.156,85.892.430,5.950.181,2.476.512,24.529.631,5.694.874,311.871.661,49.993.638,3.977.684.666,629.621.522,6.242.970.571,994.010.599,6.361.840.663,1.033.382.418,5.000.280.285,825.127.606,4.728.771.657,834.883.020,4.849.671.775,907.496.103
54,54,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,PAIN�O,,,7.000,1.890,,,,,,,350.000,124.495,,,1.432,1.050,,,,,,,,
55,55,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,SORGO,,,30.660,6.899,,,6,1,,,4,8,,,,,,,,,,,,
56,56,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,TRIGO,118.270.924,22.497.207,104.479.027,20.372.449,61.561.277,13.543.488,21.232.048,4.686.965,,,,,2,2,59,83,72,146,15,15,,,255.314.047,50.613.585
57,57,"CEREAIS, FARINHAS E PREPARA��ES",CEREAIS,TRIGO MOURISCO,126,901,93,613,121.993,55.098,151,1.014,1.098,1.664,237.096,109.039,678.000,312.203,709.470,321.495,473.608,215.150,394.310,179.885,210.645,96.977,201,1.215
58,58,"CEREAIS, FARINHAS E PREPARA��ES",PREPARA��ES A BASE DE CEREAIS,MASSAS ALIMENT�CIAS,281.290,435.580,444.552,690.035,831.224,925.301,1.597.786,1.236.106,7.282.879,6.534.631,3.765.550,2.774.156,6.443.445,4.188.724,3.367.545,2.401.387,1.269.336,1.227.231,1.429.712,1.214.427,1.026.733,1.235.099,1.455.239,1.516.998
59,59,"CEREAIS, FARINHAS E PREPARA��ES",PREPARA��ES A BASE DE CEREAIS,OUTRAS PREPARA��ES ALIMENT�CIAS A BASE DE CEREAIS,4.708.126,5.585.560,5.405.186,6.906.240,6.021.784,7.399.068,5.820.680,6.673.313,7.883.303,8.722.749,8.303.595,10.749.052,7.704.736,11.016.934,7.909.817,9.968.099,8.815.643,10.662.481,8.249.751,10.539.533,6.616.767,9.357.474,7.116.964,9.160.228
60,60,"CEREAIS, FARINHAS E PREPARA��ES",PREPARA��ES A BASE DE CEREAIS,"P�ES, BISCOITOS E PRODUTOS DE PASTELARIA",2.940.264,4.228.925,3.622.962,5.378.564,3.096.628,4.840.844,3.562.888,5.079.633,4.064.772,6.003.691,3.232.528,4.961.282,3.465.655,5.524.987,4.978.319,9.745.264,5.809.973,11.746.453,6.158.216,12.310.902,4.054.639,6.218.326,4.826.928,6.919.768
61,61,"CEREAIS, FARINHAS E PREPARA��ES",PREPARA��ES A BASE DE CEREAIS,PREPARA��ES PARA ALIMENTA��O INFANTIL,405.714,973.582,761.464,2.047.921,758.937,1.977.528,807.299,2.190.054,446.147,1.184.878,777.973,1.935.403,651.221,1.720.861,1.033.892,2.535.604,747.052,1.746.240,1.012.338,2.419.860,580.243,1.510.393,478.932,1.275.877
62,62,"CEREAIS, FARINHAS E PREPARA��ES",PREPARA��ES A BASE DE CEREAIS,WAFFLES E 'WAFERS',1.171.300,2.520.576,1.467.854,3.459.535,1.387.159,3.219.818,1.875.871,4.981.562,1.568.062,3.337.512,1.517.812,3.011.483,1.492.041,2.989.820,1.511.726,3.297.671,1.638.132,3.287.166,1.681.262,3.392.350,1.963.259,4.122.163,2.097.616,4.738.194
63,63,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,AMIDO DE MILHO,5.034.768,1.669.030,7.077.532,2.275.078,5.002.726,1.673.408,5.779.849,2.052.542,6.381.836,2.176.560,5.021.194,1.741.868,6.607.456,2.401.331,5.782.830,2.041.583,6.807.960,2.523.223,4.831.340,2.034.843,6.646.009,2.483.489,5.152.429,1.894.372
64,64,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,AMIDO DE TRIGO,29,37,,,,,3,1,14,47,20,77,5,17,,,,,,,,,,
65,65,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,AVEIA EM FLOCOS OU ELABORADOS DE OUTRO MODO,22.614,35.202,117.570,66.244,142.767,67.957,99.442,57.568,299.684,140.032,465.091,224.589,674.133,359.171,577.128,321.052,344.467,189.981,684.833,462.230,856.144,543.991,397.694,297.690
66,66,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,DEMAIS PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,3.590.245,1.033.393,3.370.619,1.141.554,2.589.252,948.332,1.908.691,753.867,3.589.217,1.259.095,2.866.249,1.083.950,2.241.066,827.380,2.242.483,993.106,1.265.385,609.907,1.622.150,880.696,1.385.277,728.612,1.479.415,783.619
67,67,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,EXTRATO DE MALTE,7,5,77.607,152.792,49.410,83.414,147.155,294.319,33.488,59.396,97.451,209.209,56.707,110.618,137.233,235.550,109.369,185.519,63.541,92.927,77.589,139.846,127.731,228.001
68,68,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,"FARELO, S�MEAS E OUTROS RES�DUOS  DE TRIGO",5.404,1.537,7,50,6.300,1.193,6.483,3.867,3.602,529,,,5,3,5.400,4.275,31.030,8.856,15,10,9,7,,
69,69,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,FARINHA DE MILHO,8.477.681,3.329.092,12.061.799,3.771.779,12.818.999,4.028.017,19.677.333,6.640.602,23.643.701,8.298.829,21.299.383,7.169.119,20.286.258,7.209.763,13.940.862,4.438.772,20.169.208,8.752.269,14.286.965,5.768.006,8.707.928,3.347.947,9.897.688,4.308.273
70,70,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,FARINHA DE TRIGO,773.529,502.522,813.941,494.646,3.655.593,2.077.291,1.815.287,1.028.441,6.779.802,3.412.050,4.928.554,2.536.310,4.568.862,2.121.990,2.922.146,1.332.534,1.445.374,615.100,3.584.789,1.636.255,3.743.632,1.836.861,2.940.887,1.460.138
71,71,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,MALTE,164.575,105.236,26.000,16.540,1.336.000,838.005,899.020,565.700,596.073,482.686,591.805,595.204,296.265,187.932,313.859,230.886,,,20.325,15.564,10.000,16.568,,
72,72,"CEREAIS, FARINHAS E PREPARA��ES",PRODUTOS E SUBPRODUTOS DA IND�STRIA DE MOAGEM,"SEMEAS, FARELOS E OUTROS RES�DUOS DE MILHO",54.778.970,10.041.323,28.514.398,5.450.961,254.270,139.660,683.248,428.585,310.500,180.944,322.503,170.002,364.232,253.765,296.886,206.115,28.450,23.234,50.020,40.695,35.000,34.373,249.773,187.343
73,73,"CH�, MATE E ESPECIARIAS","CH�, MATE E SUAS PREPARA��ES",CH� PRETO,1.506,3.645,924,2.859,1.706,4.088,1.247,6.114,1.073,4.072,991,5.122,1.637,4.075,526,5.314,578,4.240,545,3.385,375,4.577,814,4.095
74,74,"CH�, MATE E ESPECIARIAS","CH�, MATE E SUAS PREPARA��ES",CH� VERDE,1.782,10.656,17.486,121.121,19.791,130.109,21.182,136.684,31.930,195.351,17.673,122.601,16.783,99.713,16.687,105.047,17.580,132.531,16.810,113.807,19.221,104.254,21.358,104.749
75,75,"CH�, MATE E ESPECIARIAS","CH�, MATE E SUAS PREPARA��ES","EXTRATOS, ESS�NCIAS E PREPARA��ES DE CH�S E MATE",15.575,140.031,3.363,10.318,17.637,246.892,10.232,195.386,2.585,22.220,2.853,72.774,15.307,184.429,6.670,50.267,15.350,174.781,3.845,22.751,12.227,67.334,23.523,356.519
76,76,"CH�, MATE E ESPECIARIAS","CH�, MATE E SUAS PREPARA��ES",MATE,3.095.361,6.591.205,2.974.672,6.308.834,3.858.452,7.625.864,3.491.160,6.591.865,3.781.266,6.496.983,3.871.036,6.713.930,4.767.057,7.830.635,5.622.531,8.768.008,5.449.622,8.342.222,4.325.620,7.166.710,4.428.901,7.824.502,4.026.091,7.166.965
77,77,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,AMOMOS E CARDAMOMOS,4,205,3,94,4,96,4,67,,,1,54,2,3,46,407,28,67,3,367,,,3,156
78,78,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,CANELA,60,649,43,446,1.067,3.037,527,2.793,1.878,4.781,5.121,7.904,2.627,7.686,168,2.050,156,1.544,166,1.627,183,1.902,134,2.321
79,79,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,CRAVO-DA-�NDIA,701.016,2.983.166,741.010,3.355.487,724.776,3.556.608,410.459,1.953.847,280.033,1.335.928,279.039,1.261.070,262.540,1.191.480,279.652,1.231.072,128.311,601.830,26.733,121.696,97.887,432.440,207.935,909.768
80,80,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,DEMAIS ESPECIARIAS,52.597,502.406,17.281,206.619,90.766,588.163,56.065,405.377,68.522,813.161,22.840,241.816,50.008,486.591,150.126,1.460.139,83.432,899.596,75.597,770.489,57.908,541.237,36.173,374.293
81,81,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,GENGIBRE,311.505,383.192,885.883,1.370.471,2.048.351,3.315.604,2.457.183,4.172.441,2.772.191,4.059.135,4.286.423,4.956.635,3.947.647,4.833.067,2.869.809,3.396.364,3.487.325,5.640.624,3.758.921,6.929.081,3.092.620,6.839.013,1.794.911,4.354.723
82,82,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,NOZ-MOSCADA,8,220,26,384,4,46,380,1.104,62,476,891,2.930,266,1.429,170,1.918,189,1.048,224,1.434,94,499,1.268,6.346
83,83,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,"PIMENTA PIPER SECA, TRITURADA OU EM P�",6.737.718,13.181.792,9.182.968,17.660.718,7.911.719,15.261.613,9.363.394,17.685.606,9.616.905,18.279.935,6.399.302,12.080.950,7.911.074,15.749.724,5.550.993,12.133.801,5.043.244,11.487.673,6.743.879,15.613.991,7.581.361,17.581.393,7.713.484,18.605.253
84,84,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,"PIMENT�ES E PIMENTAS SECOS, P�",186,786,509.472,950.435,326.706,623.703,175.047,327.104,699,1.068,631,1.508,396,978,332,1.350,175.536,318.969,345.961,639.890,173.278,319.685,261.078,492.640
85,85,"CH�, MATE E ESPECIARIAS",ESPECIARIAS,SEMENTES DE ANIS E BADIANA,132,1.160,98,1.788,167,4.245,185,4.360,41,634,198,4.154,569,6.206,205,3.815,267,4.873,90,1.158,247,4.322,252,5.770
